Day,Strategy,S_avg,E_avg,I_avg,A_avg,Q_avg,R_avg,Efficiency_avg
90,LocalGNTS-14,442.8,3.0,1.2,9.0,32.4,1511.6,0.7105263157894738
91,LocalGNTS-14,451.4,2.6,0.2,9.0,30.2,1506.6,0.719047619047619
92,LocalGNTS-14,460.2,2.4,0.4,7.8,29.2,1500.0,0.7336683417085428
93,LocalGNTS-14,468.4,4.0,0,7.0,26.4,1494.2,0.7058823529411764
94,LocalGNTS-14,475.0,3.4,0.6,6.2,25.4,1489.4,0.7134831460674158
95,LocalGNTS-14,482.4,3.6,0.4,6.2,24.2,1483.2,0.7034883720930233
96,LocalGNTS-14,489.6,3.0,0.4,5.6,23.4,1478.0,0.7222222222222222
97,LocalGNTS-14,499.0,2.8,0.2,5.4,23.0,1469.6,0.7324840764331211
98,LocalGNTS-14,507.2,2.8,0,5.0,21.6,1463.4,0.7346938775510204
99,LocalGNTS-14,513.2,1.8,0.4,5.4,19.2,1460.0,0.7164179104477612
100,LocalGNTS-14,523.2,1.2,0,5.6,17.2,1452.8,0.7166666666666667
101,LocalGNTS-14,530.4,2.4,0,5.4,16.4,1445.4,0.6776859504132231
102,LocalGNTS-14,535.6,1.8,0.6,5.8,16.0,1440.2,0.6611570247933884
103,LocalGNTS-14,543.2,1.2,0.8,5.2,15.6,1434.0,0.6842105263157895
104,LocalGNTS-14,548.4,1.4,0,4.6,15.8,1429.8,0.7247706422018348
105,LocalGNTS-14,554.8,2.4,0.2,4.4,14.8,1423.4,0.6788990825688074
106,LocalGNTS-14,563.4,2.4,0.2,3.8,14.2,1416.0,0.6893203883495145
107,LocalGNTS-14,570.2,2.0,0.4,3.6,13.4,1410.4,0.6907216494845362
108,LocalGNTS-14,575.8,2.2,0,3.8,13.4,1404.8,0.6907216494845362
109,LocalGNTS-14,584.2,2.4,0,3.4,12.4,1397.6,0.6813186813186813
110,LocalGNTS-14,593.0,2.4,0.6,3.4,11.8,1388.8,0.6483516483516483
111,LocalGNTS-14,597.6,2.8,0,2.6,11.0,1386.0,0.6707317073170732
112,LocalGNTS-14,604.4,2.0,0.8,2.8,10.6,1379.4,0.654320987654321
113,LocalGNTS-14,611.6,2.0,0.4,2.6,10.8,1372.6,0.6835443037974683
114,LocalGNTS-14,616.8,1.8,0,2.6,10.2,1368.6,0.6986301369863014
115,LocalGNTS-14,625.2,2.4,0,2.6,9.8,1360.0,0.6621621621621622
116,LocalGNTS-14,635.4,2.6,0,2.6,9.0,1350.4,0.6338028169014085
117,LocalGNTS-14,642.8,2.2,0.4,2.8,8.6,1343.2,0.6142857142857142
118,LocalGNTS-14,651.4,1.8,0.4,2.4,8.8,1335.2,0.6567164179104478
119,LocalGNTS-14,658.6,2.0,0,2.8,8.8,1327.8,0.6470588235294118
120,LocalGNTS-14,667.0,2.0,0.2,2.6,7.6,1320.6,0.6129032258064515
121,LocalGNTS-14,674.2,1.8,0.2,2.8,7.8,1313.2,0.6190476190476191
122,LocalGNTS-14,681.2,2.4,0,3.0,7.6,1305.8,0.5846153846153845
123,LocalGNTS-14,687.6,2.0,0.2,2.8,6.8,1300.6,0.5762711864406779
124,LocalGNTS-14,693.2,2.4,0,2.4,6.4,1295.6,0.5714285714285715
125,LocalGNTS-14,700.0,2.2,0.2,1.8,5.6,1290.2,0.5714285714285714
126,LocalGNTS-14,706.6,2.4,0.4,1.8,5.6,1283.2,0.5490196078431373
127,LocalGNTS-14,713.8,1.8,0.4,2.2,6.0,1275.8,0.5769230769230769
128,LocalGNTS-14,722.6,1.6,0.4,1.6,6.6,1267.2,0.6470588235294118
129,LocalGNTS-14,728.4,1.4,0.4,1.6,6.2,1262.0,0.6458333333333334
130,LocalGNTS-14,734.2,1.2,0,1.6,6.4,1256.6,0.6956521739130436
131,LocalGNTS-14,742.0,1.2,0.2,1.4,6.4,1248.8,0.6956521739130436
132,LocalGNTS-14,750.4,1.2,0,1.4,6.4,1240.6,0.7111111111111111
133,LocalGNTS-14,758.0,1.2,0.2,1.2,6.4,1233.0,0.7111111111111111
134,LocalGNTS-14,765.4,0.8,0.2,1.4,6.2,1226.0,0.7209302325581396
135,LocalGNTS-14,771.2,1.4,0.2,1.4,6.2,1219.6,0.673913043478261
136,LocalGNTS-14,778.2,1.4,0,1.6,5.8,1213.0,0.6590909090909091
137,LocalGNTS-14,783.4,1.6,0.2,1.6,5.4,1207.8,0.6136363636363636
138,LocalGNTS-14,790.0,1.6,0,1.6,5.4,1201.4,0.6279069767441859
139,LocalGNTS-14,796.2,1.6,0.2,1.6,5.0,1195.4,0.5952380952380952
140,LocalGNTS-14,802.2,1.4,0.2,1.4,4.8,1190.0,0.6153846153846154
141,LocalGNTS-14,807.8,1.2,0.4,1.4,4.4,1184.8,0.5945945945945946
142,LocalGNTS-14,813.8,1.0,0.2,1.2,4.8,1179.0,0.6666666666666667
143,LocalGNTS-14,821.2,0.6,0.2,1.4,4.4,1172.2,0.6666666666666666
144,LocalGNTS-14,827.2,0.4,0.2,1.2,4.4,1166.6,0.7096774193548387
145,LocalGNTS-14,832.6,0.4,0.2,1.0,4.0,1161.8,0.7142857142857143
146,LocalGNTS-14,839.4,0.2,0,0.8,4.2,1155.4,0.8076923076923077
147,LocalGNTS-14,843.4,0,0.2,0.8,4.0,1151.6,0.8
148,LocalGNTS-14,850.6,0,0,0.8,4.0,1144.6,0.8333333333333334
149,LocalGNTS-14,857.8,0.2,0,0.8,4.0,1137.2,0.8
0,Beta-Binomial-14,1981.6,8.4,9.2,0,0,0.8,0.0
1,Beta-Binomial-14,1975.6,12.6,9.8,1.0,0,1.0,0.0
2,Beta-Binomial-14,1969.0,17.0,10.6,1.6,0,1.8,0.0
3,Beta-Binomial-14,1963.4,20.2,10.8,2.2,0,3.4,0.0
4,Beta-Binomial-14,1956.8,23.0,11.6,4.2,0,4.4,0.0
5,Beta-Binomial-14,1947.6,27.8,13.4,5.8,0,5.4,0.0
6,Beta-Binomial-14,1936.8,31.8,15.8,8.6,0,7.0,0.0
7,Beta-Binomial-14,1921.6,41.4,19.2,9.6,0,8.2,0.0
8,Beta-Binomial-14,1904.4,46.2,25.6,13.4,0,10.4,0.0
9,Beta-Binomial-14,1876.8,65.6,26.4,17.2,0,14.0,0.0
10,Beta-Binomial-14,1853.8,77.8,31.4,20.0,0,17.0,0.0
11,Beta-Binomial-14,1822.8,93.0,39.0,23.8,0,21.4,0.0
12,Beta-Binomial-14,1788.0,112.0,46.8,27.2,0,26.0,0.0
13,Beta-Binomial-14,1745.2,132.6,58.0,34.2,0,30.0,0.0
14,Beta-Binomial-14,1699.4,152.2,72.4,40.8,0,35.2,0.0
15,Beta-Binomial-14,1646.4,179.0,85.6,46.2,0,42.8,0.0
16,Beta-Binomial-14,1587.0,205.8,97.8,56.8,0,52.6,0.0
17,Beta-Binomial-14,1516.6,233.8,113.0,73.0,0,63.6,0.0
18,Beta-Binomial-14,1432.2,275.0,127.8,87.8,0,77.2,0.0
19,Beta-Binomial-14,1342.2,309.0,151.4,102.4,0,95.0,0.0
20,Beta-Binomial-14,1247.2,346.2,168.8,115.2,8.8,113.8,0.013771517996870111
21,Beta-Binomial-14,1142.0,383.0,189.4,134.6,16.8,134.2,0.02321083172147002
22,Beta-Binomial-14,1039.8,409.8,211.6,159.2,25.4,154.2,0.0315136476426799
23,Beta-Binomial-14,936.8,435.0,236.6,179.0,33.4,179.2,0.03778280542986425
24,Beta-Binomial-14,832.4,449.4,266.0,201.4,41.4,209.4,0.043206011271133375
25,Beta-Binomial-14,730.0,464.6,293.6,221.0,49.6,241.2,0.04821150855365475
26,Beta-Binomial-14,641.2,468.0,314.4,246.0,55.4,275.0,0.05111644214799778
27,Beta-Binomial-14,547.2,469.2,341.4,266.0,61.2,315.0,0.05378801195289155
28,Beta-Binomial-14,467.2,454.0,368.8,281.4,65.8,362.8,0.056239316239316245
29,Beta-Binomial-14,395.6,435.4,391.8,295.0,68.6,413.6,0.057608330534094726
30,Beta-Binomial-14,330.4,415.6,409.2,308.2,73.6,463.0,0.06099784518481684
31,Beta-Binomial-14,282.0,380.2,423.0,320.4,77.6,516.8,0.06460206460206461
32,Beta-Binomial-14,233.8,354.2,426.4,330.2,81.2,574.2,0.06812080536912751
33,Beta-Binomial-14,191.2,325.2,430.0,341.0,83.6,629.0,0.07085946770639091
34,Beta-Binomial-14,159.2,295.2,434.2,339.4,88.4,683.6,0.07639128931904597
35,Beta-Binomial-14,135.2,263.2,423.6,337.4,91.2,749.4,0.08176438945669716
36,Beta-Binomial-14,116.2,231.2,421.6,331.2,94.2,805.6,0.08736783528102393
37,Beta-Binomial-14,94.0,214.8,409.0,327.6,96.6,858.0,0.09217557251908397
38,Beta-Binomial-14,77.8,187.0,401.2,325.2,98.8,910.0,0.09760916814858722
39,Beta-Binomial-14,63.4,165.6,385.6,320.0,100.2,965.2,0.10315009264978381
40,Beta-Binomial-14,55.6,142.4,357.2,309.4,115.6,1019.8,0.12502703871944623
41,Beta-Binomial-14,49.0,128.0,326.8,297.4,129.8,1069.0,0.1471655328798186
42,Beta-Binomial-14,45.4,118.4,297.0,281.2,143.2,1114.8,0.17051678971183615
43,Beta-Binomial-14,40.4,104.0,274.4,267.6,156.2,1157.4,0.19471453502867114
44,Beta-Binomial-14,39.0,92.8,245.8,247.8,165.8,1208.8,0.22042010103695825
45,Beta-Binomial-14,37.2,80.8,221.2,235.8,177.2,1247.8,0.24783216783216783
46,Beta-Binomial-14,37.8,70.0,196.6,221.8,184.8,1289.0,0.27450980392156865
47,Beta-Binomial-14,35.6,64.6,175.2,206.2,195.4,1323.0,0.30464608668537574
48,Beta-Binomial-14,35.2,56.8,154.4,190.2,202.2,1361.2,0.3349900596421472
49,Beta-Binomial-14,36.4,50.2,136.4,172.6,211.2,1393.2,0.37026647966339404
50,Beta-Binomial-14,39.6,45.6,118.2,155.6,216.0,1425.0,0.403436682853941
51,Beta-Binomial-14,46.2,39.6,103.0,142.8,219.8,1448.6,0.4350752177355503
52,Beta-Binomial-14,50.6,37.0,82.0,130.8,225.6,1474.0,0.4745477492637779
53,Beta-Binomial-14,55.0,33.4,62.6,119.4,229.6,1500.0,0.5159550561797752
54,Beta-Binomial-14,57.0,28.6,47.4,110.8,231.4,1524.8,0.5533237685318029
55,Beta-Binomial-14,62.8,26.0,31.4,99.4,233.2,1547.2,0.597948717948718
56,Beta-Binomial-14,65.0,23.8,21.8,86.4,231.8,1571.2,0.6371632765255635
57,Beta-Binomial-14,73.4,18.2,13.8,76.6,231.2,1586.8,0.6804002354326075
58,Beta-Binomial-14,80.4,15.8,8.8,66.2,226.4,1602.4,0.7137452711223202
59,Beta-Binomial-14,89.0,13.6,3.6,61.0,220.6,1612.2,0.7382864792503346
60,Beta-Binomial-14,97.2,10.0,1.6,47.8,220.6,1622.8,0.7878571428571428
61,Beta-Binomial-14,103.2,8.0,1.6,39.6,216.2,1631.4,0.8146194423511681
62,Beta-Binomial-14,110.2,7.4,0.6,34.8,204.4,1642.6,0.8268608414239483
63,Beta-Binomial-14,119.2,6.4,1.2,29.6,192.8,1650.8,0.8382608695652174
64,Beta-Binomial-14,129.0,5.2,1.0,27.8,181.0,1656.0,0.8418604651162791
65,Beta-Binomial-14,138.2,5.8,0.2,24.6,170.6,1660.6,0.8479125248508946
66,Beta-Binomial-14,148.6,5.0,0.6,22.0,157.6,1666.2,0.8509719222462203
67,Beta-Binomial-14,155.6,4.6,0.6,18.6,147.0,1673.6,0.860655737704918
68,Beta-Binomial-14,164.4,4.6,0.4,16.4,139.2,1675.0,0.8667496886674968
69,Beta-Binomial-14,172.2,3.8,0.2,16.0,127.2,1680.6,0.8641304347826088
70,Beta-Binomial-14,182.4,3.4,0.6,15.0,118.4,1680.2,0.8617176128093159
71,Beta-Binomial-14,191.2,3.8,0.2,12.8,112.0,1680.0,0.8695652173913043
72,Beta-Binomial-14,200.4,4.6,0.2,12.2,103.8,1678.8,0.859271523178808
73,Beta-Binomial-14,209.0,4.0,0.2,11.4,97.4,1678.0,0.8619469026548673
74,Beta-Binomial-14,219.4,4.0,0,9.8,92.8,1674.0,0.8705440900562852
75,Beta-Binomial-14,227.8,3.4,0.4,8.8,86.8,1672.8,0.8732394366197183
76,Beta-Binomial-14,235.4,3.0,0,8.4,82.8,1670.4,0.8789808917197451
77,Beta-Binomial-14,245.4,2.8,0.2,7.4,76.6,1667.6,0.8804597701149425
78,Beta-Binomial-14,254.4,2.6,0.4,7.0,70.2,1665.4,0.8753117206982544
79,Beta-Binomial-14,262.4,3.0,0.2,6.2,65.0,1663.2,0.8736559139784945
80,Beta-Binomial-14,270.4,3.4,0.4,5.8,60.4,1659.6,0.8628571428571429
81,Beta-Binomial-14,281.0,2.4,0.4,6.2,57.6,1652.4,0.8648648648648649
82,Beta-Binomial-14,288.4,2.4,0.4,5.8,53.2,1649.8,0.86084142394822
83,Beta-Binomial-14,297.6,2.0,0.2,5.2,49.6,1645.4,0.8701754385964913
84,Beta-Binomial-14,311.0,1.6,0.4,5.0,47.0,1635.0,0.8703703703703703
85,Beta-Binomial-14,317.2,1.0,0.2,4.4,42.6,1634.6,0.8838174273858921
86,Beta-Binomial-14,325.2,1.4,0.2,3.8,40.0,1629.4,0.881057268722467
87,Beta-Binomial-14,333.0,1.2,0,3.4,37.8,1624.6,0.8915094339622641
88,Beta-Binomial-14,341.8,1.2,0.2,3.6,34.8,1618.4,0.8743718592964824
89,Beta-Binomial-14,351.0,1.2,0,3.4,32.2,1612.2,0.875
90,Beta-Binomial-14,357.0,1.2,0.2,2.8,29.8,1609.0,0.8764705882352941
91,Beta-Binomial-14,366.6,1.2,0.2,2.8,27.2,1602.0,0.8662420382165605
92,Beta-Binomial-14,374.8,0.8,0.2,2.4,26.8,1595.0,0.8874172185430464
93,Beta-Binomial-14,384.0,0.4,0.2,2.6,25.2,1587.6,0.8873239436619719
94,Beta-Binomial-14,394.0,0.4,0,2.0,24.2,1579.4,0.9097744360902256
95,Beta-Binomial-14,403.4,1.0,0,1.8,22.8,1571.0,0.890625
96,Beta-Binomial-14,411.2,1.2,0,1.8,21.2,1564.6,0.8760330578512396
97,Beta-Binomial-14,420.6,1.4,0,1.8,20.0,1556.2,0.8620689655172414
98,Beta-Binomial-14,427.6,1.0,0.2,1.8,18.2,1551.2,0.8584905660377359
99,Beta-Binomial-14,437.8,1.0,0,1.6,16.4,1543.2,0.863157894736842
100,Beta-Binomial-14,447.0,1.4,0,1.6,16.0,1534.0,0.8421052631578947
101,Beta-Binomial-14,456.6,1.4,0.2,1.4,15.4,1525.0,0.8369565217391305
102,Beta-Binomial-14,465.6,1.2,0.2,1.6,14.6,1516.8,0.8295454545454545
103,Beta-Binomial-14,472.4,0.8,0.6,1.4,13.6,1511.2,0.8292682926829269
104,Beta-Binomial-14,479.4,0.6,0.4,1.2,13.8,1504.6,0.8625
105,Beta-Binomial-14,485.6,0.4,0,1.2,13.8,1499.0,0.8961038961038962
106,Beta-Binomial-14,494.8,0.2,0,1.4,12.0,1491.6,0.8823529411764706
107,Beta-Binomial-14,502.0,0.4,0,1.4,11.0,1485.2,0.859375
108,Beta-Binomial-14,512.4,0.6,0,1.2,10.0,1475.8,0.847457627118644
109,Beta-Binomial-14,522.0,0.4,0.2,1.0,9.2,1467.2,0.8518518518518519
110,Beta-Binomial-14,529.0,0.2,0,1.0,9.4,1460.4,0.8867924528301887
111,Beta-Binomial-14,540.4,0.2,0,1.0,9.2,1449.2,0.8846153846153847
112,Beta-Binomial-14,548.4,0.2,0,0.6,8.2,1442.6,0.911111111111111
113,Beta-Binomial-14,556.6,0.4,0,0.6,7.8,1434.6,0.8863636363636362
114,Beta-Binomial-14,565.2,0.6,0,0.6,7.2,1426.4,0.8571428571428571
115,Beta-Binomial-14,573.0,0.6,0,0.4,7.0,1419.0,0.875
116,Beta-Binomial-14,581.6,0.4,0.2,0.4,6.6,1410.8,0.868421052631579
117,Beta-Binomial-14,588.0,0.4,0,0.4,6.6,1404.6,0.8918918918918919
118,Beta-Binomial-14,596.0,0.2,0.2,0.4,6.0,1397.2,0.8823529411764706
119,Beta-Binomial-14,603.6,0,0,0.6,5.2,1390.6,0.896551724137931
120,Beta-Binomial-14,610.4,0,0,0.4,4.4,1384.8,0.9166666666666666
121,Beta-Binomial-14,618.4,0,0,0.4,4.4,1376.8,0.9166666666666666
122,Beta-Binomial-14,624.6,0.2,0,0.4,4.0,1370.8,0.8695652173913044
123,Beta-Binomial-14,632.4,0.2,0,0.4,3.6,1363.4,0.8571428571428571
124,Beta-Binomial-14,639.4,0.4,0,0.4,3.0,1356.8,0.7894736842105263
125,Beta-Binomial-14,646.2,0.4,0,0.4,2.8,1350.2,0.7777777777777778
126,Beta-Binomial-14,655.4,0.8,0,0.4,2.6,1340.8,0.6842105263157895
127,Beta-Binomial-14,662.8,0.4,0.2,0.4,2.6,1333.6,0.7222222222222222
128,Beta-Binomial-14,671.0,0.2,0,0.4,2.6,1325.8,0.8125
129,Beta-Binomial-14,678.8,0.2,0,0.4,2.4,1318.2,0.7999999999999999
130,Beta-Binomial-14,685.6,0.2,0,0.4,2.4,1311.4,0.7999999999999999
131,Beta-Binomial-14,694.0,0.4,0,0.4,2.2,1303.0,0.7333333333333334
132,Beta-Binomial-14,701.4,0.2,0.2,0.2,2.0,1296.0,0.7692307692307692
133,Beta-Binomial-14,708.4,0,0.2,0.2,2.0,1289.2,0.8333333333333334
134,Beta-Binomial-14,713.8,0,0,0,2.2,1284.0,1.0
135,Beta-Binomial-14,722.0,0,0,0,1.8,1276.2,1.0
136,Beta-Binomial-14,730.0,0,0,0,1.4,1268.6,1.0
137,Beta-Binomial-14,736.4,0,0,0,1.2,1262.4,1.0
138,Beta-Binomial-14,742.8,0,0,0,1.2,1256.0,1.0
139,Beta-Binomial-14,751.6,0,0,0,1.2,1247.2,1.0
140,Beta-Binomial-14,760.0,0,0,0,1.2,1238.8,1.0
141,Beta-Binomial-14,766.2,0,0,0,1.2,1232.6,1.0
142,Beta-Binomial-14,772.6,0,0,0,1.2,1226.2,1.0
143,Beta-Binomial-14,780.0,0,0,0,1.2,1218.8,1.0
144,Beta-Binomial-14,786.0,0,0,0,1.2,1212.8,1.0
145,Beta-Binomial-14,793.4,0,0,0,1.2,1205.4,1.0
146,Beta-Binomial-14,799.6,0,0,0,1.0,1199.4,1.0
147,Beta-Binomial-14,805.4,0,0,0,1.0,1193.6,1.0
148,Beta-Binomial-14,811.0,0,0,0,1.0,1188.0,1.0
149,Beta-Binomial-14,816.4,0,0,0,1.0,1182.6,1.0
0,Gamma-Poisson-14,1982.8,7.2,9.0,0,0,1.0,0.0
1,Gamma-Poisson-14,1976.0,13.0,9.4,0,0,1.6,0.0
2,Gamma-Poisson-14,1970.8,15.4,11.2,0.6,0,2.0,0.0
3,Gamma-Poisson-14,1963.4,20.2,12.4,1.2,0,2.8,0.0
4,Gamma-Poisson-14,1956.8,23.4,13.6,2.6,0,3.6,0.0
5,Gamma-Poisson-14,1948.2,27.8,14.2,4.6,0,5.2,0.0
6,Gamma-Poisson-14,1938.4,31.8,17.0,6.6,0,6.2,0.0
7,Gamma-Poisson-14,1926.0,38.0,20.6,8.2,0,7.2,0.0
8,Gamma-Poisson-14,1909.8,47.8,22.4,11.0,0,9.0,0.0
9,Gamma-Poisson-14,1888.8,59.0,27.2,14.6,0,10.4,0.0
10,Gamma-Poisson-14,1868.4,67.0,31.0,20.0,0,13.6,0.0
11,Gamma-Poisson-14,1843.0,79.8,37.2,22.4,0,17.6,0.0
12,Gamma-Poisson-14,1808.8,100.2,43.2,26.4,0,21.4,0.0
13,Gamma-Poisson-14,1772.6,117.4,51.8,33.0,0,25.2,0.0
14,Gamma-Poisson-14,1730.4,138.8,60.4,38.8,0,31.6,0.0
