Day,Strategy,S_avg,E_avg,I_avg,A_avg,Q_avg,R_avg,Efficiency_avg
54,LocalGNTS-14,145.6,16.2,1.8,64.2,253.4,2518.8,0.7550655542312276
55,LocalGNTS-14,154.4,16.4,1.6,62.0,238.2,2527.4,0.748585795097423
56,LocalGNTS-14,162.4,17.6,1.2,56.0,223.0,2539.8,0.7488247145735393
57,LocalGNTS-14,176.4,15.0,2.8,53.6,207.0,2545.2,0.7435344827586208
58,LocalGNTS-14,186.4,14.4,1.8,51.0,195.0,2551.4,0.7437070938215103
59,LocalGNTS-14,198.2,15.4,1.0,49.0,184.6,2551.8,0.7384
60,LocalGNTS-14,209.4,16.0,1.2,46.4,174.2,2552.8,0.7325483599663583
61,LocalGNTS-14,219.4,17.2,1.6,44.0,165.2,2552.6,0.7245614035087719
62,LocalGNTS-14,230.2,18.6,1.0,41.6,154.8,2553.8,0.7166666666666667
63,LocalGNTS-14,240.0,20.0,2.2,38.8,144.8,2554.2,0.7035957240038873
64,LocalGNTS-14,249.8,18.8,3.2,35.8,141.2,2551.2,0.7095477386934673
65,LocalGNTS-14,261.2,17.8,2.0,33.0,134.8,2551.2,0.7185501066098081
66,LocalGNTS-14,271.2,17.8,1.8,30.2,126.2,2552.8,0.7170454545454545
67,LocalGNTS-14,280.8,17.2,2.2,28.4,119.8,2551.6,0.7147971360381862
68,LocalGNTS-14,294.2,14.4,3.2,26.6,115.0,2546.6,0.7223618090452262
69,LocalGNTS-14,306.8,13.2,2.4,25.0,109.8,2542.8,0.7300531914893617
70,LocalGNTS-14,317.4,11.6,2.2,23.0,105.6,2540.2,0.7415730337078652
71,LocalGNTS-14,332.6,12.2,1.0,19.4,102.2,2532.6,0.758160237388724
72,LocalGNTS-14,350.2,10.4,1.2,18.2,95.6,2524.4,0.7623604465709729
73,LocalGNTS-14,359.6,11.4,1.0,17.6,90.2,2520.2,0.7504159733777038
74,LocalGNTS-14,372.8,11.2,1.2,18.2,85.0,2511.6,0.7352941176470589
75,LocalGNTS-14,385.4,11.4,0.6,16.8,78.8,2507.0,0.7323420074349443
76,LocalGNTS-14,398.0,10.4,2.0,16.0,75.0,2498.6,0.7253384912959381
77,LocalGNTS-14,408.8,9.6,1.4,15.4,74.0,2490.8,0.7370517928286853
78,LocalGNTS-14,422.0,10.8,1.2,15.0,67.8,2483.2,0.7151898734177216
79,LocalGNTS-14,432.8,10.2,1.2,14.0,65.2,2476.6,0.7196467991169979
80,LocalGNTS-14,443.2,10.4,1.4,11.0,63.2,2470.8,0.7348837209302326
81,LocalGNTS-14,455.6,11.4,0.8,9.8,60.8,2461.6,0.7342995169082126
82,LocalGNTS-14,469.8,10.6,1.4,9.6,57.8,2450.8,0.7279596977329974
83,LocalGNTS-14,483.8,10.6,0.8,8.6,55.2,2441.0,0.7340425531914894
84,LocalGNTS-14,500.2,9.6,1.0,8.2,53.6,2427.4,0.7403314917127072
85,LocalGNTS-14,512.2,9.6,0.8,7.2,52.2,2418.0,0.7478510028653295
86,LocalGNTS-14,525.2,7.2,1.6,7.4,48.6,2410.0,0.7499999999999999
87,LocalGNTS-14,535.2,7.8,0.6,6.8,47.6,2402.0,0.7579617834394905
88,LocalGNTS-14,548.4,6.8,0.8,6.6,44.4,2393.0,0.7576791808873721
89,LocalGNTS-14,564.6,5.8,0.8,6.8,43.2,2378.8,0.7632508833922261
90,LocalGNTS-14,577.0,5.6,0.2,6.4,42.2,2368.6,0.7757352941176471
91,LocalGNTS-14,587.0,6.2,0.6,6.2,38.4,2361.6,0.7470817120622568
92,LocalGNTS-14,599.4,6.0,0.2,6.4,37.0,2351.0,0.7459677419354839
93,LocalGNTS-14,610.2,6.4,0.6,6.2,34.4,2342.2,0.7226890756302522
94,LocalGNTS-14,621.6,6.4,0,6.2,32.8,2333.0,0.7224669603524229
95,LocalGNTS-14,633.4,7.0,0.4,6.8,30.8,2321.6,0.6844444444444444
96,LocalGNTS-14,643.8,6.4,1.2,6.8,28.0,2313.8,0.6603773584905661
97,LocalGNTS-14,653.8,6.4,1.0,6.8,27.4,2304.6,0.6586538461538463
98,LocalGNTS-14,661.4,6.8,1.0,7.0,26.8,2297.0,0.6442307692307693
99,LocalGNTS-14,673.0,7.6,0.6,7.6,24.8,2286.4,0.6108374384236454
100,LocalGNTS-14,683.0,8.0,0.6,8.2,24.0,2276.2,0.5882352941176471
101,LocalGNTS-14,691.6,9.0,1.2,7.6,23.8,2266.8,0.5721153846153847
102,LocalGNTS-14,701.2,8.4,0.2,8.2,24.0,2258.0,0.5882352941176471
103,LocalGNTS-14,710.0,9.0,0.8,8.4,21.8,2250.0,0.545
104,LocalGNTS-14,720.0,9.8,0.4,8.4,21.2,2240.2,0.5326633165829145
105,LocalGNTS-14,728.0,11.0,0.8,7.8,21.8,2230.6,0.5265700483091786
106,LocalGNTS-14,737.4,10.4,1.6,7.8,21.0,2221.8,0.5147058823529412
107,LocalGNTS-14,751.8,10.6,1.4,8.0,21.6,2206.6,0.5192307692307693
108,LocalGNTS-14,761.0,11.0,1.4,7.2,22.4,2197.0,0.5333333333333333
109,LocalGNTS-14,770.8,12.0,1.0,7.2,22.2,2186.8,0.5235849056603774
110,LocalGNTS-14,781.6,11.2,1.4,7.8,22.6,2175.4,0.5255813953488372
111,LocalGNTS-14,792.0,11.0,1.4,8.8,22.6,2164.2,0.5159817351598174
112,LocalGNTS-14,803.2,12.0,0.8,9.6,22.4,2152.0,0.5
113,LocalGNTS-14,811.4,11.4,1.8,9.0,22.0,2144.4,0.4977375565610859
114,LocalGNTS-14,821.2,11.4,0.6,9.6,23.4,2133.8,0.52
115,LocalGNTS-14,829.6,11.6,0.8,8.8,22.6,2126.6,0.5159817351598174
116,LocalGNTS-14,841.6,10.2,1.4,8.8,22.4,2115.6,0.5233644859813084
117,LocalGNTS-14,849.4,11.6,1.4,8.4,22.6,2106.6,0.5136363636363637
118,LocalGNTS-14,857.0,11.0,1.0,9.6,22.2,2099.2,0.5068493150684932
119,LocalGNTS-14,862.2,11.4,1.8,10.4,22.2,2092.0,0.4847161572052402
120,LocalGNTS-14,869.2,12.4,1.6,10.4,23.6,2082.8,0.4916666666666667
121,LocalGNTS-14,882.0,13.0,1.8,9.4,23.6,2070.2,0.49372384937238495
122,LocalGNTS-14,891.2,12.6,1.4,10.2,23.8,2060.8,0.49583333333333335
123,LocalGNTS-14,902.6,13.6,0.8,10.6,24.8,2047.6,0.497991967871486
124,LocalGNTS-14,910.0,16.4,2.2,10.2,23.6,2037.6,0.450381679389313
125,LocalGNTS-14,921.0,17.0,1.6,10.2,23.4,2026.8,0.44827586206896547
126,LocalGNTS-14,933.4,16.0,1.6,10.4,23.6,2015.0,0.45736434108527135
127,LocalGNTS-14,943.2,15.6,1.8,10.4,23.4,2005.6,0.45703125
128,LocalGNTS-14,951.6,15.8,0.6,11.2,23.2,1997.6,0.4566929133858268
129,LocalGNTS-14,955.0,16.0,1.8,12.6,21.8,1992.8,0.4176245210727969
130,LocalGNTS-14,965.0,16.0,2.0,13.2,22.2,1981.6,0.4157303370786517
131,LocalGNTS-14,972.6,16.2,2.0,14.0,22.4,1972.8,0.41025641025641024
132,LocalGNTS-14,980.6,17.8,2.6,13.2,23.2,1962.6,0.4084507042253521
133,LocalGNTS-14,985.4,18.4,3.2,14.2,23.8,1955.0,0.3993288590604027
134,LocalGNTS-14,991.0,19.4,2.2,14.2,26.8,1946.4,0.42811501597444096
135,LocalGNTS-14,1000.6,19.6,3.0,14.4,27.8,1934.6,0.42901234567901236
136,LocalGNTS-14,1007.8,20.6,1.8,15.6,28.4,1925.8,0.4277108433734939
137,LocalGNTS-14,1011.2,22.6,2.2,15.2,29.2,1919.6,0.4219653179190751
138,LocalGNTS-14,1015.6,23.4,1.6,16.2,30.2,1913.0,0.42296918767506997
139,LocalGNTS-14,1018.8,23.0,4.0,16.0,31.4,1906.8,0.42204301075268813
140,LocalGNTS-14,1023.8,25.2,1.6,15.2,33.4,1900.8,0.4429708222811671
141,LocalGNTS-14,1028.8,26.2,2.0,16.6,34.0,1892.4,0.43147208121827413
142,LocalGNTS-14,1034.0,26.8,4.0,15.6,32.8,1886.8,0.41414141414141414
143,LocalGNTS-14,1039.2,27.8,2.6,16.6,35.6,1878.2,0.4309927360774819
144,LocalGNTS-14,1044.0,26.2,3.6,17.0,37.6,1871.6,0.44549763033175355
145,LocalGNTS-14,1046.6,29.0,3.2,16.2,39.2,1865.8,0.4474885844748858
146,LocalGNTS-14,1053.6,29.8,1.8,16.8,41.0,1857.0,0.45861297539149887
147,LocalGNTS-14,1057.6,28.6,4.4,16.4,41.0,1852.0,0.45353982300884954
148,LocalGNTS-14,1063.8,27.2,2.8,17.8,43.2,1845.2,0.47472527472527476
149,LocalGNTS-14,1065.2,28.4,2.6,17.2,45.6,1841.0,0.4861407249466951
0,Beta-Binomial-14,2972.4,17.6,9.6,0,0,0.4,0.0
1,Beta-Binomial-14,2958.4,29.0,10.4,1.4,0,0.8,0.0
2,Beta-Binomial-14,2939.6,41.8,13.8,3.4,0,1.4,0.0
3,Beta-Binomial-14,2916.8,55.4,18.6,6.2,0,3.0,0.0
4,Beta-Binomial-14,2885.4,78.0,22.4,10.2,0,4.0,0.0
5,Beta-Binomial-14,2837.2,110.4,30.2,15.6,0,6.6,0.0
6,Beta-Binomial-14,2766.2,164.0,38.4,22.6,0,8.8,0.0
7,Beta-Binomial-14,2686.8,206.8,58.8,34.2,0,13.4,0.0
8,Beta-Binomial-14,2561.6,290.2,78.6,50.2,0,19.4,0.0
9,Beta-Binomial-14,2389.4,410.0,104.2,67.4,0,29.0,0.0
10,Beta-Binomial-14,2193.6,525.8,145.2,96.8,0,38.6,0.0
11,Beta-Binomial-14,1943.4,671.6,198.6,131.8,0,54.6,0.0
12,Beta-Binomial-14,1653.2,830.6,268.6,171.2,0,76.4,0.0
13,Beta-Binomial-14,1338.0,972.2,351.6,231.0,0,107.2,0.0
14,Beta-Binomial-14,1033.2,1083.6,449.6,289.4,0,144.2,0.0
15,Beta-Binomial-14,733.0,1173.2,542.8,355.4,0,195.6,0.0
16,Beta-Binomial-14,472.8,1201.0,650.0,422.8,0,253.4,0.0
17,Beta-Binomial-14,286.6,1149.8,745.0,491.0,0,327.6,0.0
18,Beta-Binomial-14,158.6,1055.0,826.2,545.8,0,414.4,0.0
19,Beta-Binomial-14,87.6,922.0,892.2,599.2,0,499.0,0.0
20,Beta-Binomial-14,45.2,788.8,924.0,634.2,9.4,598.4,0.003989135970123918
21,Beta-Binomial-14,20.2,655.8,946.4,654.0,18.2,705.4,0.008002110446711222
22,Beta-Binomial-14,7.0,536.8,947.4,661.2,26.2,821.4,0.012064836986553695
23,Beta-Binomial-14,6.0,431.8,935.4,661.2,31.0,934.6,0.015052928037292414
24,Beta-Binomial-14,4.0,350.4,907.4,651.8,38.8,1047.6,0.019913775405460892
25,Beta-Binomial-14,7.8,281.2,871.2,632.0,45.4,1162.4,0.02481145480380369
26,Beta-Binomial-14,6.6,237.8,831.8,607.4,51.0,1265.4,0.029513888888888888
27,Beta-Binomial-14,6.8,199.2,785.6,586.0,58.2,1364.2,0.035727440147329655
28,Beta-Binomial-14,8.4,162.6,747.6,555.0,63.4,1463.0,0.04147586026429412
29,Beta-Binomial-14,10.2,136.0,703.4,533.6,66.8,1550.0,0.04639533268509515
30,Beta-Binomial-14,13.6,115.2,660.4,505.6,70.8,1634.4,0.05236686390532544
31,Beta-Binomial-14,14.8,105.4,620.4,480.2,75.8,1703.4,0.05913559057575285
32,Beta-Binomial-14,14.0,94.2,585.4,458.2,82.0,1766.2,0.06722413510411543
33,Beta-Binomial-14,12.8,85.4,545.6,437.2,85.0,1834.0,0.07370794311481096
34,Beta-Binomial-14,14.4,77.2,506.6,415.0,87.0,1899.8,0.08012525326947871
35,Beta-Binomial-14,15.6,72.8,469.2,389.0,91.0,1962.4,0.08904109589041095
36,Beta-Binomial-14,16.4,69.0,434.6,362.4,92.4,2025.2,0.09641068447412354
37,Beta-Binomial-14,16.6,64.2,402.4,340.6,95.2,2081.0,0.1054964539007092
38,Beta-Binomial-14,22.0,62.4,372.2,322.6,99.2,2121.6,0.1158337225595516
39,Beta-Binomial-14,21.2,60.0,344.8,305.0,100.0,2169.0,0.12348728081007657
40,Beta-Binomial-14,26.0,55.0,308.2,287.0,115.4,2208.4,0.1507314524555904
41,Beta-Binomial-14,28.8,53.6,266.6,270.4,130.4,2250.2,0.1808599167822469
42,Beta-Binomial-14,30.6,52.8,231.4,255.0,145.4,2284.8,0.2123867952088811
43,Beta-Binomial-14,34.0,53.0,195.0,240.6,159.4,2318.0,0.24598765432098765
44,Beta-Binomial-14,37.6,50.8,162.4,229.0,172.8,2347.4,0.2809756097560976
45,Beta-Binomial-14,40.8,51.8,132.4,215.4,184.8,2374.8,0.31622176591375767
46,Beta-Binomial-14,49.6,49.8,105.0,203.0,195.8,2396.8,0.3536849710982659
47,Beta-Binomial-14,55.2,45.6,81.6,193.4,208.4,2415.8,0.3939508506616257
48,Beta-Binomial-14,60.2,40.8,62.2,182.0,215.6,2439.2,0.43068318018377943
49,Beta-Binomial-14,65.2,39.4,42.4,171.6,223.8,2457.6,0.4689857502095558
50,Beta-Binomial-14,72.8,38.0,22.6,163.0,229.0,2474.6,0.5059655324790101
51,Beta-Binomial-14,81.4,34.6,12.6,145.4,232.8,2493.2,0.5472496473906912
52,Beta-Binomial-14,93.0,32.0,6.2,127.8,237.0,2504.0,0.5880893300248139
53,Beta-Binomial-14,102.0,29.8,4.2,112.4,234.2,2517.4,0.6153441933788754
54,Beta-Binomial-14,114.6,26.2,2.8,99.4,232.8,2524.2,0.6445182724252492
55,Beta-Binomial-14,125.6,24.4,3.4,86.8,231.0,2528.8,0.6684027777777777
56,Beta-Binomial-14,133.2,24.2,2.2,76.8,220.8,2542.8,0.6814814814814815
57,Beta-Binomial-14,140.6,22.4,2.2,72.8,207.8,2554.2,0.68086500655308
58,Beta-Binomial-14,152.2,21.0,2.4,67.0,197.0,2560.4,0.6854558107167711
59,Beta-Binomial-14,162.2,20.4,3.0,60.8,182.6,2571.0,0.6844077961019491
60,Beta-Binomial-14,172.4,19.2,2.4,53.4,179.8,2572.8,0.7056514913657771
61,Beta-Binomial-14,180.0,16.4,3.4,49.8,171.0,2579.4,0.7107231920199502
62,Beta-Binomial-14,187.8,16.8,1.2,45.0,165.0,2584.2,0.7236842105263158
63,Beta-Binomial-14,200.6,14.4,2.0,40.2,155.4,2587.4,0.7330188679245283
64,Beta-Binomial-14,213.8,12.8,2.6,37.4,149.4,2584.0,0.738872403560831
65,Beta-Binomial-14,223.2,10.4,1.4,34.8,144.8,2585.4,0.7565308254963428
66,Beta-Binomial-14,233.4,10.6,1.8,34.6,138.0,2581.6,0.745945945945946
67,Beta-Binomial-14,244.4,10.2,1.4,32.0,133.4,2578.6,0.7536723163841809
68,Beta-Binomial-14,258.6,10.8,0.8,29.4,127.2,2573.2,0.756242568370987
69,Beta-Binomial-14,267.4,11.2,2.2,27.6,121.2,2570.4,0.747225647348952
70,Beta-Binomial-14,277.0,10.8,0.4,26.0,117.4,2568.4,0.7593790426908149
71,Beta-Binomial-14,287.8,11.2,1.4,25.6,111.6,2562.4,0.7449933244325767
72,Beta-Binomial-14,299.8,10.0,1.0,24.6,107.2,2557.4,0.7507002801120448
73,Beta-Binomial-14,308.0,10.8,1.4,21.6,101.6,2556.6,0.7503692762186115
74,Beta-Binomial-14,319.8,10.8,0.6,21.6,94.2,2553.0,0.7405660377358491
75,Beta-Binomial-14,330.8,13.0,0.4,20.4,87.0,2548.4,0.7201986754966888
76,Beta-Binomial-14,342.6,12.4,2.0,19.2,80.0,2543.8,0.7042253521126761
77,Beta-Binomial-14,354.8,10.6,1.4,17.0,79.6,2536.6,0.7329650092081031
78,Beta-Binomial-14,368.8,10.2,0.8,15.2,75.4,2529.6,0.7421259842519685
79,Beta-Binomial-14,380.2,10.4,1.2,15.2,70.8,2522.2,0.7254098360655737
80,Beta-Binomial-14,395.2,8.6,1.6,14.8,67.8,2512.0,0.7306034482758621
81,Beta-Binomial-14,406.4,8.4,0.8,13.8,65.6,2505.0,0.7404063205417607
82,Beta-Binomial-14,417.8,8.8,0.6,13.0,61.6,2498.2,0.7333333333333334
83,Beta-Binomial-14,430.6,8.6,1.6,11.8,58.0,2489.4,0.725
84,Beta-Binomial-14,444.8,7.2,1.0,10.6,57.2,2479.2,0.7526315789473684
85,Beta-Binomial-14,455.6,8.2,0.8,10.4,53.8,2471.2,0.7349726775956285
86,Beta-Binomial-14,466.8,7.2,0.8,9.8,51.4,2464.0,0.7427745664739884
87,Beta-Binomial-14,480.6,7.2,0.6,9.6,49.8,2452.2,0.7410714285714286
88,Beta-Binomial-14,492.6,7.6,0.2,9.4,46.2,2444.0,0.7287066246056783
89,Beta-Binomial-14,503.0,7.2,0.4,9.2,43.8,2436.4,0.7227722772277227
90,Beta-Binomial-14,514.8,7.4,0.4,8.4,41.4,2427.6,0.71875
91,Beta-Binomial-14,527.8,7.2,0.2,8.2,39.6,2417.0,0.717391304347826
92,Beta-Binomial-14,538.4,7.4,1.0,6.8,35.2,2411.2,0.6984126984126984
93,Beta-Binomial-14,547.6,6.8,0.4,8.0,32.8,2404.4,0.6833333333333332
94,Beta-Binomial-14,558.2,7.8,0.8,6.6,31.2,2395.4,0.6724137931034483
95,Beta-Binomial-14,566.8,7.0,1.0,7.0,30.6,2387.6,0.6710526315789473
96,Beta-Binomial-14,580.0,5.6,0.8,7.4,29.8,2376.4,0.6834862385321101
97,Beta-Binomial-14,591.8,6.2,0.6,7.0,28.2,2366.2,0.6714285714285714
98,Beta-Binomial-14,603.6,6.0,1.2,6.8,27.2,2355.2,0.6601941747572815
99,Beta-Binomial-14,615.0,5.4,1.0,5.8,27.4,2345.4,0.6919191919191919
100,Beta-Binomial-14,629.6,4.8,0.6,5.0,26.6,2333.4,0.7189189189189189
101,Beta-Binomial-14,639.6,5.6,0.8,4.6,25.8,2323.6,0.7010869565217392
102,Beta-Binomial-14,648.4,5.4,0.6,4.6,24.8,2316.2,0.7005649717514125
103,Beta-Binomial-14,663.4,4.4,1.2,4.6,23.6,2302.8,0.698224852071006
104,Beta-Binomial-14,676.6,4.6,0.4,4.4,23.4,2290.6,0.7134146341463414
105,Beta-Binomial-14,690.4,4.2,0.6,4.0,22.4,2278.4,0.717948717948718
106,Beta-Binomial-14,703.0,4.2,0.2,4.2,22.0,2266.4,0.7189542483660131
107,Beta-Binomial-14,716.4,4.8,0.2,3.6,20.2,2254.8,0.701388888888889
108,Beta-Binomial-14,726.4,5.4,0.6,3.8,19.0,2244.8,0.6597222222222222
109,Beta-Binomial-14,738.6,4.2,1.2,3.8,18.6,2233.6,0.6690647482014389
110,Beta-Binomial-14,750.0,4.4,0.4,3.6,18.6,2223.0,0.688888888888889
111,Beta-Binomial-14,761.6,4.8,0.2,4.0,18.0,2211.4,0.6666666666666666
112,Beta-Binomial-14,771.8,4.4,0.6,3.8,17.0,2202.4,0.6589147286821705
113,Beta-Binomial-14,784.4,4.2,0.6,4.0,17.0,2189.8,0.6589147286821705
114,Beta-Binomial-14,797.0,4.4,0,3.8,17.4,2177.4,0.6796875
115,Beta-Binomial-14,806.4,5.4,0.2,3.6,15.6,2168.8,0.6290322580645161
116,Beta-Binomial-14,819.2,4.6,0.4,4.0,15.4,2156.4,0.6311475409836066
117,Beta-Binomial-14,829.2,4.4,0.6,4.4,14.6,2146.8,0.6083333333333333
118,Beta-Binomial-14,843.0,4.8,0.4,3.8,15.2,2132.8,0.628099173553719
119,Beta-Binomial-14,852.2,5.0,1.0,3.2,14.4,2124.2,0.6101694915254237
120,Beta-Binomial-14,860.8,5.0,0.8,2.8,14.4,2116.2,0.6260869565217392
121,Beta-Binomial-14,869.6,4.2,0.6,2.8,14.2,2108.6,0.6513761467889909
122,Beta-Binomial-14,880.2,4.4,0.6,3.0,13.8,2098.0,0.6330275229357798
123,Beta-Binomial-14,891.2,5.8,0,3.0,13.0,2087.0,0.5963302752293578
124,Beta-Binomial-14,899.0,5.6,0.8,3.4,12.0,2079.2,0.5504587155963303
125,Beta-Binomial-14,909.2,5.0,0.8,3.6,12.0,2069.4,0.5607476635514019
126,Beta-Binomial-14,919.0,4.2,1.0,4.2,12.2,2059.4,0.5648148148148148
127,Beta-Binomial-14,930.8,4.2,0.2,4.2,12.4,2048.2,0.5904761904761905
128,Beta-Binomial-14,940.0,5.0,0.6,4.0,12.2,2038.2,0.5596330275229359
129,Beta-Binomial-14,953.2,4.8,0.6,3.8,12.0,2025.6,0.5660377358490566
130,Beta-Binomial-14,964.0,5.0,0.8,4.2,12.4,2013.6,0.5535714285714286
131,Beta-Binomial-14,973.2,6.2,0.8,4.2,12.6,2003.0,0.5294117647058824
132,Beta-Binomial-14,983.4,6.8,1.0,4.8,13.0,1991.0,0.5078125
133,Beta-Binomial-14,993.6,6.4,0.6,4.4,12.4,1982.6,0.5210084033613446
134,Beta-Binomial-14,1003.0,6.6,0.8,4.6,12.2,1972.8,0.5041322314049587
135,Beta-Binomial-14,1011.2,6.6,0.8,4.6,12.0,1964.8,0.5
136,Beta-Binomial-14,1020.4,6.8,0.8,4.0,12.4,1955.6,0.5166666666666667
137,Beta-Binomial-14,1028.4,6.8,1.0,4.0,12.4,1947.4,0.512396694214876
138,Beta-Binomial-14,1037.8,6.8,1.2,4.0,13.2,1937.0,0.5238095238095238
139,Beta-Binomial-14,1046.4,6.8,0.8,3.2,14.0,1928.8,0.564516129032258
140,Beta-Binomial-14,1055.8,7.4,0.6,3.6,13.8,1918.8,0.5433070866141733
141,Beta-Binomial-14,1064.2,7.6,1.2,4.6,13.6,1908.8,0.5037037037037037
142,Beta-Binomial-14,1072.2,7.2,0.8,5.0,15.2,1899.6,0.5390070921985816
143,Beta-Binomial-14,1079.0,7.8,1.0,4.8,15.8,1891.6,0.5374149659863945
144,Beta-Binomial-14,1087.0,8.0,0.6,5.2,16.8,1882.4,0.5490196078431373
145,Beta-Binomial-14,1095.8,8.0,1.0,5.4,16.6,1873.2,0.535483870967742
146,Beta-Binomial-14,1104.4,8.4,1.4,5.0,16.6,1864.2,0.5286624203821656
147,Beta-Binomial-14,1113.6,8.2,0.6,4.8,18.0,1854.8,0.569620253164557
148,Beta-Binomial-14,1120.6,7.6,1.0,4.8,17.8,1848.2,0.5705128205128206
149,Beta-Binomial-14,1128.4,8.2,0.6,4.6,17.8,1840.4,0.5705128205128206
0,Gamma-Poisson-14,2973.6,16.4,9.0,0,0,1.0,0.0
1,Gamma-Poisson-14,2958.6,28.2,9.6,2.0,0,1.6,0.0
2,Gamma-Poisson-14,2943.2,37.4,11.8,5.4,0,2.2,0.0
3,Gamma-Poisson-14,2914.0,60.4,14.8,7.6,0,3.2,0.0
4,Gamma-Poisson-14,2882.0,80.8,20.4,11.2,0,5.6,0.0
5,Gamma-Poisson-14,2839.0,108.0,29.0,16.4,0,7.6,0.0
