Day,Strategy,S_avg,E_avg,I_avg,A_avg,Q_avg,R_avg,Efficiency_avg
113,LocalGNTS-14,1192.4,3.8,0.6,2.4,13.4,2787.4,0.6633663366336634
114,LocalGNTS-14,1206.2,3.0,0.6,2.4,13.0,2774.8,0.6842105263157895
115,LocalGNTS-14,1221.2,2.0,1.0,2.4,12.8,2760.6,0.7032967032967032
116,LocalGNTS-14,1234.8,2.4,0.2,2.4,13.2,2747.0,0.7252747252747253
117,LocalGNTS-14,1250.8,2.6,0.4,2.2,12.4,2731.6,0.7045454545454545
118,LocalGNTS-14,1266.4,2.6,0.6,2.4,11.6,2716.4,0.6744186046511628
119,LocalGNTS-14,1281.2,2.8,0.2,2.2,11.4,2702.2,0.6867469879518072
120,LocalGNTS-14,1298.4,3.4,0.2,2.4,10.8,2684.8,0.6428571428571429
121,LocalGNTS-14,1310.8,2.8,0.8,2.2,10.6,2672.8,0.6463414634146342
122,LocalGNTS-14,1322.0,2.6,0.2,2.0,10.8,2662.4,0.6923076923076923
123,LocalGNTS-14,1336.2,1.6,0.8,2.0,10.0,2649.4,0.6944444444444444
124,LocalGNTS-14,1347.0,1.2,0.6,2.4,10.8,2638.0,0.7200000000000001
125,LocalGNTS-14,1360.8,1.4,0.2,2.0,11.0,2624.6,0.7534246575342466
126,LocalGNTS-14,1376.0,1.0,0.6,2.2,10.4,2609.8,0.7323943661971831
127,LocalGNTS-14,1389.0,1.6,0,2.0,10.6,2596.8,0.7464788732394366
128,LocalGNTS-14,1403.4,2.2,0,2.2,10.0,2582.2,0.6944444444444444
129,LocalGNTS-14,1415.6,2.2,0,2.0,8.8,2571.4,0.676923076923077
130,LocalGNTS-14,1429.8,2.8,0,2.6,8.6,2556.2,0.6142857142857142
131,LocalGNTS-14,1441.6,3.0,0.8,2.6,8.0,2544.0,0.5555555555555556
132,LocalGNTS-14,1454.2,4.2,0.4,2.6,8.2,2530.4,0.5324675324675324
133,LocalGNTS-14,1466.8,4.6,0.2,2.2,8.4,2517.8,0.5454545454545454
134,LocalGNTS-14,1482.6,4.6,0.8,2.2,8.2,2501.6,0.5189873417721519
135,LocalGNTS-14,1494.8,4.4,0.8,2.4,8.6,2489.0,0.5308641975308642
136,LocalGNTS-14,1506.4,4.4,0.4,2.6,9.0,2477.2,0.5487804878048781
137,LocalGNTS-14,1517.8,4.4,0.8,2.8,8.4,2465.8,0.5121951219512195
138,LocalGNTS-14,1533.4,5.8,0.2,2.4,8.0,2450.2,0.48780487804878053
139,LocalGNTS-14,1547.4,6.2,0.4,2.4,6.8,2436.8,0.430379746835443
140,LocalGNTS-14,1558.8,5.4,0.4,2.8,6.6,2426.0,0.43421052631578944
141,LocalGNTS-14,1570.6,6.0,0.6,2.8,7.0,2413.0,0.426829268292683
142,LocalGNTS-14,1581.4,6.6,0.2,3.0,6.8,2402.0,0.4096385542168674
143,LocalGNTS-14,1596.0,7.2,0.6,2.8,6.8,2386.6,0.39080459770114945
144,LocalGNTS-14,1607.6,6.4,0.4,3.4,7.4,2374.8,0.4204545454545454
145,LocalGNTS-14,1619.6,7.2,0.2,3.2,7.0,2362.8,0.3977272727272727
146,LocalGNTS-14,1631.2,6.6,1.6,3.2,7.2,2350.2,0.38709677419354843
147,LocalGNTS-14,1645.4,6.4,1.2,3.4,7.4,2336.2,0.4021739130434783
148,LocalGNTS-14,1656.2,5.8,1.4,3.8,6.8,2326.0,0.38202247191011235
149,LocalGNTS-14,1665.6,6.2,1.2,4.2,7.8,2315.0,0.40206185567010305
0,Beta-Binomial-14,3975.4,14.6,9.0,0,0,1.0,0.0
1,Beta-Binomial-14,3963.6,22.8,10.6,1.6,0,1.4,0.0
2,Beta-Binomial-14,3951.0,31.4,12.4,3.0,0,2.2,0.0
3,Beta-Binomial-14,3929.4,47.6,15.2,4.4,0,3.4,0.0
4,Beta-Binomial-14,3896.4,72.4,18.6,8.2,0,4.4,0.0
5,Beta-Binomial-14,3864.0,89.6,28.2,12.2,0,6.0,0.0
6,Beta-Binomial-14,3817.4,118.6,33.8,20.2,0,10.0,0.0
7,Beta-Binomial-14,3752.8,160.2,45.0,28.8,0,13.2,0.0
8,Beta-Binomial-14,3666.4,210.4,64.8,40.2,0,18.2,0.0
9,Beta-Binomial-14,3553.8,282.8,82.0,56.0,0,25.4,0.0
10,Beta-Binomial-14,3388.4,391.2,111.2,75.4,0,33.8,0.0
11,Beta-Binomial-14,3202.6,500.4,146.2,104.0,0,46.8,0.0
12,Beta-Binomial-14,2958.4,636.8,199.0,140.4,0,65.4,0.0
13,Beta-Binomial-14,2655.0,806.6,263.4,184.8,0,90.2,0.0
14,Beta-Binomial-14,2313.6,989.6,346.4,227.2,0,123.2,0.0
15,Beta-Binomial-14,1944.4,1161.0,437.4,291.4,0,165.8,0.0
16,Beta-Binomial-14,1551.6,1321.8,550.2,361.4,0,215.0,0.0
17,Beta-Binomial-14,1182.2,1437.8,669.2,435.2,0,275.6,0.0
18,Beta-Binomial-14,852.2,1473.6,792.2,528.8,0,353.2,0.0
19,Beta-Binomial-14,581.4,1453.2,909.0,606.8,0,449.6,0.0
20,Beta-Binomial-14,380.4,1352.6,1022.8,689.8,8.6,545.8,0.0027978398074045155
21,Beta-Binomial-14,231.4,1236.0,1097.0,752.2,17.2,666.2,0.0055440948942754005
22,Beta-Binomial-14,129.4,1085.8,1153.6,810.4,25.4,795.4,0.008259625390218522
23,Beta-Binomial-14,70.2,935.2,1196.6,843.2,32.6,922.2,0.010839207341401784
24,Beta-Binomial-14,33.8,794.0,1207.2,854.2,38.8,1072.0,0.0134061225900076
25,Beta-Binomial-14,17.2,659.0,1216.8,857.8,45.8,1203.4,0.016478376628049216
26,Beta-Binomial-14,11.0,536.6,1202.2,849.0,52.4,1348.8,0.019846981289296264
27,Beta-Binomial-14,8.6,451.0,1169.0,823.8,57.6,1490.0,0.023027104821300073
28,Beta-Binomial-14,7.6,369.4,1129.4,797.6,63.8,1632.2,0.027031607490890598
29,Beta-Binomial-14,8.6,299.8,1088.0,766.4,69.0,1768.2,0.031036344008636203
30,Beta-Binomial-14,10.2,242.8,1039.6,743.2,74.2,1890.0,0.03533669873321269
31,Beta-Binomial-14,11.4,203.8,986.8,707.2,77.8,2013.0,0.03938044138489573
32,Beta-Binomial-14,9.2,169.4,934.2,680.0,81.6,2125.6,0.043748659661162335
33,Beta-Binomial-14,11.4,140.6,883.0,647.8,86.8,2230.4,0.04936867250597202
34,Beta-Binomial-14,14.0,124.4,821.2,612.6,89.6,2338.2,0.05437553101104503
35,Beta-Binomial-14,16.6,107.4,768.0,583.8,92.8,2431.4,0.0597938144329897
36,Beta-Binomial-14,14.4,100.0,711.4,546.2,94.8,2533.2,0.06527127513081796
37,Beta-Binomial-14,17.2,89.4,665.6,516.2,97.4,2614.2,0.07116761654245214
38,Beta-Binomial-14,18.4,84.0,615.0,487.4,99.6,2695.6,0.07744945567651633
39,Beta-Binomial-14,22.2,80.0,566.8,457.0,101.0,2773.0,0.08383134130146083
40,Beta-Binomial-14,26.8,73.0,515.0,435.4,118.8,2831.0,0.10400980563824198
41,Beta-Binomial-14,26.4,77.2,461.8,413.2,132.6,2888.8,0.12223451327433628
42,Beta-Binomial-14,32.2,74.2,417.4,389.4,146.6,2940.2,0.1426625145971195
43,Beta-Binomial-14,36.8,71.0,376.2,364.2,158.4,2993.4,0.16333264590637245
44,Beta-Binomial-14,42.0,69.2,337.8,341.2,168.6,3041.2,0.18390052356020942
45,Beta-Binomial-14,44.4,69.2,300.4,321.8,180.4,3083.8,0.20692819454003214
46,Beta-Binomial-14,48.0,70.8,265.6,300.6,190.8,3124.2,0.23049045663203674
47,Beta-Binomial-14,52.0,67.6,233.6,280.6,201.2,3165.0,0.2569604086845466
48,Beta-Binomial-14,58.6,67.0,202.6,265.0,209.6,3197.2,0.2816447191615157
49,Beta-Binomial-14,62.2,62.8,181.2,247.2,215.6,3231.0,0.3050367855121675
50,Beta-Binomial-14,66.4,61.4,155.0,234.8,228.4,3254.0,0.3360800470865215
51,Beta-Binomial-14,72.8,59.6,133.8,218.2,232.6,3283.0,0.3610679913070475
52,Beta-Binomial-14,78.8,56.6,111.8,209.8,238.0,3305.0,0.3862382343395001
53,Beta-Binomial-14,87.0,53.0,89.0,196.8,244.4,3329.8,0.41906721536351166
54,Beta-Binomial-14,95.4,55.2,71.4,181.6,246.2,3350.2,0.4440836940836941
55,Beta-Binomial-14,104.2,53.6,58.6,167.4,246.8,3369.4,0.46884498480243153
56,Beta-Binomial-14,113.4,52.4,45.6,153.8,251.2,3383.6,0.499403578528827
57,Beta-Binomial-14,123.6,51.4,34.8,141.0,251.4,3397.8,0.5252820727120768
58,Beta-Binomial-14,134.4,47.6,22.4,132.2,254.6,3408.8,0.5573555166374782
59,Beta-Binomial-14,147.8,43.6,16.4,123.4,254.6,3414.2,0.5812785388127854
60,Beta-Binomial-14,160.2,38.2,10.0,100.2,263.6,3427.8,0.6398058252427185
61,Beta-Binomial-14,174.6,31.8,4.8,88.2,262.8,3437.8,0.6780185758513931
62,Beta-Binomial-14,188.4,26.2,5.2,78.0,257.2,3445.0,0.7015821058374249
63,Beta-Binomial-14,201.6,25.2,3.0,68.6,248.8,3452.8,0.7199074074074074
64,Beta-Binomial-14,219.0,23.0,1.8,61.0,237.6,3457.6,0.7346938775510204
65,Beta-Binomial-14,231.6,22.2,2.8,56.2,222.2,3465.0,0.7323665128543178
66,Beta-Binomial-14,250.2,19.6,2.8,54.2,209.4,3463.8,0.7321678321678322
67,Beta-Binomial-14,265.4,16.8,2.4,53.4,196.0,3466.0,0.7297096053611317
68,Beta-Binomial-14,282.8,16.8,2.8,48.2,183.0,3466.4,0.7296650717703349
69,Beta-Binomial-14,297.8,15.8,2.0,45.8,172.8,3465.8,0.7309644670050762
70,Beta-Binomial-14,309.6,15.0,1.4,43.6,164.0,3466.4,0.7321428571428571
71,Beta-Binomial-14,322.8,14.6,3.0,41.2,153.6,3464.8,0.7231638418079096
72,Beta-Binomial-14,340.4,13.2,2.4,39.2,147.2,3457.6,0.7287128712871287
73,Beta-Binomial-14,357.6,13.2,1.8,36.4,138.8,3452.2,0.729758149316509
74,Beta-Binomial-14,378.0,11.8,2.8,34.8,132.6,3440.0,0.7285714285714285
75,Beta-Binomial-14,395.2,12.8,2.8,32.2,124.4,3432.6,0.7224157955865272
76,Beta-Binomial-14,410.8,12.0,2.4,30.6,118.6,3425.6,0.7249388753056235
77,Beta-Binomial-14,426.4,11.6,2.6,29.6,110.2,3419.6,0.7155844155844157
78,Beta-Binomial-14,441.6,11.4,3.6,28.2,104.4,3410.8,0.7073170731707317
79,Beta-Binomial-14,455.8,11.8,3.2,26.4,100.2,3402.6,0.7076271186440678
80,Beta-Binomial-14,473.6,11.8,3.0,25.2,96.4,3390.0,0.7067448680351907
81,Beta-Binomial-14,493.2,11.6,3.0,25.0,92.2,3375.0,0.6995447647951442
82,Beta-Binomial-14,506.2,11.2,3.0,23.4,88.0,3368.2,0.7006369426751593
83,Beta-Binomial-14,521.0,11.8,2.8,21.6,85.2,3357.6,0.7018121911037891
84,Beta-Binomial-14,537.0,9.2,3.2,20.4,83.8,3346.4,0.7186963979416809
85,Beta-Binomial-14,553.4,8.4,2.6,18.4,82.4,3334.8,0.737030411449016
86,Beta-Binomial-14,569.4,8.8,1.0,18.4,79.0,3323.4,0.7369402985074627
87,Beta-Binomial-14,586.2,8.0,2.0,17.4,75.0,3311.4,0.732421875
88,Beta-Binomial-14,602.8,7.6,1.4,16.8,71.0,3300.4,0.7334710743801653
89,Beta-Binomial-14,615.0,8.4,1.0,14.8,67.8,3293.0,0.7369565217391304
90,Beta-Binomial-14,631.6,7.8,0.6,15.2,65.2,3279.6,0.7342342342342342
91,Beta-Binomial-14,647.4,6.6,1.0,14.2,61.0,3269.8,0.7367149758454107
92,Beta-Binomial-14,663.2,8.2,0.2,13.2,59.2,3256.0,0.7326732673267328
93,Beta-Binomial-14,681.4,6.6,1.4,13.2,55.8,3241.6,0.7246753246753246
94,Beta-Binomial-14,694.4,6.6,0.6,12.2,52.6,3233.6,0.7305555555555556
95,Beta-Binomial-14,710.6,6.2,1.2,12.0,50.0,3220.0,0.7204610951008645
96,Beta-Binomial-14,726.2,5.8,1.0,11.8,48.4,3206.8,0.7223880597014926
97,Beta-Binomial-14,741.2,5.8,0.8,11.6,46.4,3194.2,0.7182662538699691
98,Beta-Binomial-14,755.4,6.2,1.0,10.6,44.6,3182.2,0.7147435897435896
99,Beta-Binomial-14,772.6,7.4,0.8,10.2,41.8,3167.2,0.6943521594684385
100,Beta-Binomial-14,788.0,6.8,1.2,10.0,39.8,3154.2,0.6885813148788927
101,Beta-Binomial-14,804.0,7.2,0.8,9.8,38.4,3139.8,0.6832740213523131
102,Beta-Binomial-14,822.0,7.0,0.8,9.4,36.2,3124.6,0.6779026217228464
103,Beta-Binomial-14,835.4,7.8,0.6,10.0,34.0,3112.2,0.648854961832061
104,Beta-Binomial-14,850.4,8.2,0.8,11.2,32.2,3097.2,0.6145038167938931
105,Beta-Binomial-14,865.6,7.6,2.0,10.6,31.4,3082.8,0.6085271317829458
106,Beta-Binomial-14,879.6,7.2,1.4,10.6,31.8,3069.4,0.6235294117647059
107,Beta-Binomial-14,892.8,8.6,0.8,10.4,31.4,3056.0,0.6132812499999999
108,Beta-Binomial-14,911.2,9.0,1.6,9.8,30.2,3038.2,0.5968379446640317
109,Beta-Binomial-14,927.0,8.4,1.8,10.0,28.8,3024.0,0.5877551020408164
110,Beta-Binomial-14,942.2,8.6,2.2,10.2,27.8,3009.0,0.569672131147541
111,Beta-Binomial-14,959.6,8.2,1.6,10.0,27.8,2992.8,0.5840336134453782
112,Beta-Binomial-14,973.0,8.8,1.4,10.2,27.8,2978.8,0.5767634854771784
113,Beta-Binomial-14,986.8,10.0,2.0,9.6,26.6,2965.0,0.5518672199170125
114,Beta-Binomial-14,1002.6,10.2,1.6,9.4,26.6,2949.6,0.5564853556485356
115,Beta-Binomial-14,1018.6,9.0,1.8,9.6,26.4,2934.6,0.5641025641025641
116,Beta-Binomial-14,1031.4,9.0,2.0,8.8,25.6,2923.2,0.5638766519823788
117,Beta-Binomial-14,1045.4,8.6,1.4,9.2,26.4,2909.0,0.5789473684210527
118,Beta-Binomial-14,1060.0,9.8,1.0,8.4,26.6,2894.2,0.5807860262008734
119,Beta-Binomial-14,1073.4,9.6,0.8,9.0,25.8,2881.4,0.5707964601769911
120,Beta-Binomial-14,1083.6,9.8,0.8,8.2,24.2,2873.4,0.5627906976744186
121,Beta-Binomial-14,1095.6,10.2,0.2,8.2,24.0,2861.8,0.5633802816901409
122,Beta-Binomial-14,1110.8,10.4,0.8,8.2,22.8,2847.0,0.5402843601895735
123,Beta-Binomial-14,1125.4,9.2,1.8,7.8,22.4,2833.4,0.5436893203883495
124,Beta-Binomial-14,1139.6,8.8,1.2,6.6,22.8,2821.0,0.5786802030456852
125,Beta-Binomial-14,1153.0,7.6,1.6,7.0,22.6,2808.2,0.5824742268041238
126,Beta-Binomial-14,1168.4,7.6,1.6,6.6,23.2,2792.6,0.5948717948717949
127,Beta-Binomial-14,1182.0,6.8,0.8,7.4,23.0,2780.0,0.6052631578947368
128,Beta-Binomial-14,1199.0,7.0,0.4,7.6,22.2,2763.8,0.596774193548387
129,Beta-Binomial-14,1209.6,9.2,0.4,7.4,21.6,2751.8,0.5595854922279793
130,Beta-Binomial-14,1223.0,8.8,1.4,7.4,20.8,2738.6,0.5416666666666666
131,Beta-Binomial-14,1239.0,9.4,0.8,7.2,20.4,2723.2,0.5396825396825397
132,Beta-Binomial-14,1251.2,8.8,2.0,7.4,19.4,2711.2,0.5159574468085106
133,Beta-Binomial-14,1260.2,9.8,1.4,7.2,20.2,2701.2,0.5233160621761658
134,Beta-Binomial-14,1272.2,10.0,1.8,7.2,19.6,2689.2,0.5077720207253886
135,Beta-Binomial-14,1284.6,10.6,1.0,7.0,20.2,2676.6,0.520618556701031
136,Beta-Binomial-14,1299.0,10.2,2.0,7.0,20.4,2661.4,0.5151515151515151
137,Beta-Binomial-14,1313.4,10.6,1.4,7.6,21.2,2645.8,0.5196078431372549
138,Beta-Binomial-14,1323.0,11.6,1.0,6.4,21.4,2636.6,0.5297029702970297
139,Beta-Binomial-14,1336.0,11.2,1.8,6.4,21.0,2623.6,0.5198019801980198
140,Beta-Binomial-14,1349.0,10.8,1.6,6.0,22.4,2610.2,0.5490196078431373
141,Beta-Binomial-14,1361.0,10.4,2.2,6.6,21.8,2598.0,0.5317073170731708
142,Beta-Binomial-14,1373.0,10.8,1.2,6.6,22.2,2586.2,0.5441176470588236
143,Beta-Binomial-14,1386.8,11.2,2.2,6.2,21.0,2572.6,0.5172413793103449
144,Beta-Binomial-14,1396.4,11.2,1.8,6.2,22.0,2562.4,0.5339805825242718
145,Beta-Binomial-14,1409.0,11.6,2.4,5.8,22.2,2549.0,0.5285714285714286
146,Beta-Binomial-14,1421.4,10.4,1.4,5.4,23.6,2537.8,0.5784313725490196
147,Beta-Binomial-14,1432.4,9.8,1.4,5.2,23.4,2527.8,0.5879396984924623
148,Beta-Binomial-14,1445.4,8.6,2.0,5.4,23.6,2515.0,0.595959595959596
149,Beta-Binomial-14,1457.6,8.6,1.8,6.6,23.0,2502.4,0.575
0,Gamma-Poisson-14,3977.2,12.8,9.6,0,0,0.4,0.0
1,Gamma-Poisson-14,3963.4,24.8,9.4,0.8,0,1.6,0.0
2,Gamma-Poisson-14,3950.6,33.2,10.8,2.8,0,2.6,0.0
3,Gamma-Poisson-14,3931.0,49.8,12.2,3.8,0,3.2,0.0
